rootGameId universeId name creatorName visits
5804595569 2060159309 GOJIRA(ROLEPLAY) barriosabana 447
1340222717 539101066 "city of cole" hddcole 114
10382228 14060941 "zombie lab" zen1001 119
18260439047 6190248755 "God's Mod" !#0 5016752
132579553395281 6649590714 "명지대방노블랜드오션뷰1차(학교 내부 구현 예정)" amequ88532 215
6581679560 2476311852 "Utopian Hangout Test" 11WarHawk 169
4591736769 1496124523 "Pepper the Pug Pug show" Pepper_pugs 176
6219226493 2282065599 "Qué paso??!! (Beta)" rioazulfuerte 808
3904624579 1327830878 "PRINCE PRINCE" 8934Usr 1308
6807467677 2584961257 "FNF  (NEW GAME)" DeGoMuMiT0 127
11784179595 4171488727 "Tower of Fragile Aspirations" youtubetroll1510 144
3125178371 1128206069 "🌈Get Fedora Sparkle 🎩" iRoblox_Roblox1 242
204128798 93491225 "[ Content Deleted ]" andrezito463 185
14021180172 4857133138 "Deu Hood(finished!)" DeuHood 228
14374771675 4968203406 "Stereotypical Button Game" HINTERLOGISTICS 430
1395822321 557101969 "🤠 SHOOT OUT!" Lipe8420xBRx 135
7703948409 2990367002 "Shrek el Musical [Teatro y Escenarios] (Reformado)" LAUTI470ml 1004
4176901357 1370715576 "gun tinkering" Experties 848
16617652645 5717529866 "💆🏿 Mega Princess Tycoon 💆🏿" Becbodn2255 155
1899142950 688928657 "Kingdom Tycoon" DefinitelySpeedwagon 238
1776836821 657682429 "Use gears in this game. Utilize gears neste game" vhdsc2009 107
8997281142 3390882467 "Murder bella the wolf [mobile and pc support]" thegamerof444 421
10249369892 3753369849 "original clarity" 68sAltAccount 1653
5902103755 2113688034 "EGGDOG ENGINE" Godly_Gum 265
6545814466 2456867659 "Oh cool! Girls,Girls,Girls have fun! 😂🤣😎" Shetland5678 108
16462590487 5671323226 " Earth " Huyhamo9432 16727
13186239751 4600347772 2D! Noot! 108
5146285871 1790907147 "Piggy (Tree map)" Allsa2134 214
10548912863 3833823402 "Jeff the killer (jumpscare)" Nico108Roblox 315
2148305709 751544665 "800k robux ," kurtgilig 146
83761827 2498414 "Sun Crest Kingdom" killerbotz444 265
4663118375 1540328620 "corrida de carros " Renzo_Silva 910
7014325988 2696774940 "rip king von" "perzezes drips" 146
6209213420 2277010483 "MOVE IT SiMuLaToR!!!" Crystal_ShadowFrost 104
7983735775 3083135963 "Detroit, USA" Bartitymi2010May 139
174738569 83331321 "Surf down Lava  ;D" crazypuppy1 178
5359711455 1878634383 "Indefined ----'s Adventure" "Dexy's Foundation" 115
4822686592 1632756223 "Ant Life" Flashman1672 123
2736933440 988884130 planets TheMontereyDev 145
99133278045909 6819693748 "Funny 😄 " ZackillShotgun1 126
762000525 332643981 "Robux Admin Menu | MatrikHax's Admin Menu Exploit " MatrikHax 291
3904035876 1327691622 "EQUIPMENT EQUIPMENT" c39MoHpOkIqx 1828
6977403130 2676402198 "arsenal [fake]" THEBOYS135678 394
18149117260 6152842635 "Slap Battles Guide Fight" John11fn 1905
5233190134 1831269629 "[ Content Deleted ]" 1asdas9das0dasd22 295
7129792598 2761387350 "Walk to the end for Admin!" "Epic Clothes Store Ya" 679
17150072001 5874069542 "Deserted island survival game" tin_sola678 114
17714463884 6067479105 "Copinha Cy League" Spectatorconta3 160
1668808325 635835359 "escape the unicorn obby!" unigirlsofa 563
1777202489 657744853 "Just chill" NOOB_KINGWORD 188
12611520095 4426226275 "Train 2 [STORY]" lty_0709 280834
3283204734 1183287452 "Lol what" Night_theVampireDog 1812
7135551819 2764480751 "[МЕГА ОБНОВЛЕНИЕ 0.3]Новосибирск RP" ERROR757279 374
4724442073 1572437226 "União Soviética (URSS) " FepsKING12 1176
9573043864 3564505491 "Blood's inc " "Blood's inc" 112
9641042151 3583539482 "Raise a Puro" Giosbot1 4400
15317474432 5283024775 "Proyecto tigre" lichicapo7 1932
12672877220 4444216397 "Tower of Wiz0rdly" Techley125 399
7329409504 2859730383 "Ontario International Airport" "Croissant Air" 118
3470538757 1234005793 "Fanny Obby" Kirito15934 5175
7218901628 2809672012 "Nova Reactor Facility (BETA)" 7skyfall1015678ALT 465
5434781555 1901867658 "FINNALY A MALAYSIAN DRIVING GAME" hcmyboy 249
3676394495 1280973922 "Dinosaur Chill place" CrashBandicootwow 941
2384949800 836348971 "Adsafds76's Place" Adsafds76 110
3751401478 1297089877 "Skylar N chris spot" 020thPrince 103
16557978565 5700110772 "Show da Virada Jornalismo | TV Globo Roblox" fabimjvcOficial 189
6517740679 2441380694 "save me" VoreAtta 422
3024289282 1091298300 "[EVENT] egg hunt 2019" LuisHDfangroup 324
6150704995 2245915195 "My admin world" Yamashukio 116
2716563554 981885273 "Deep Space Life V2" The_GamesOfLife 549
4642422330 1528554644 "[ Content Deleted ]" woahtherebuddio 279
8177885914 3142026658 "mag and nba's mansion" magnoliaboys8 130
1492863608 588154295 "[ Content Deleted ]" Mizuki0507 416
126273637 54058861 "🔑 READY PLAYER #" riyeluis 133
7510058741 2922389414 teamwars jaydenlin10567 139
6684515383 2519289961 "Jogo (para criar)" Blackpanter_001 270
12046227985 4256290074 "[CAA] Club Atlético Amiguitos" Chickenpro12345679 161
4858253367 1651843671 "RP , Secours De France!!!" leboss59113 1781
11138217595 3983996992 "A casa pete - Spreen" ItzASpartaxA 2621
266247578 107718896 "|Seal Simulator 2016| (Beta V1.3)" Lord_Doombringer 1205
6291162946 2320416565 "cookie fan game" happyrose999 19025
8274069067 3173407736 game noobees12334 143
689246330 296107981 "Music Stuido" Awesomeboy3093 1021
1210141477 493863978 "Sonic runner" MiniTac11 133
2867866276 1038284004 "JEFF THE KILLER¡" joaquixx_lexx 158
3255059153 1175357275 "Vampire Hunters 3 RP [BETA]" vinicius3958 871
15382378538 5306364601 "[Subterrane] TESTING ⚠️" "Genesis Games-" 145
17332063378 5930231779 "OG Hobby" VexyPT 480
1011701290 419411097 "#################### ##### Number: 15" FeIsore 135
5627490913 1973490598 xd XxguilleXXrob 120
5014054071 1729832153 "Bearded Dragon Home" "Bearded Dragons United" 1610
4973861029 1710641291 "Baki The Blockler" "Mob Games" 19157
6579185272 2474830520 "michael poi" fhdgfgsgffff 785
3777306147 1303790775 "A Dumb Day [LIMITED TIME STAND!]" crazybulgarian 155
7247960000 2825176115 "Reactor Core (In Development Or Test Stages)" whatwhatur 930
23855076 7767940 "The Lost Pyramids™[OPEN SOURCE!]" richjoel 2898
65816922 4952680 "CDS Panzer Town.[Raideable]" TimeChanges 1687
2885697962 1043849230 "Escape obby the Baymax" ElasticPlastic000 13631
15012254177 5170052483 "pls donate i [Dev]" ilikeprestonasso 157
16531810564 5692201416 "Northen London Rp" yakky796 101
4000263429 1342156167 "4nn1's Place" 4nn1n1n2 1981
1582040268 614079716 "Attack on titan*Beta*" AlkamistXIX 120
43309658 11572996 dumb GarretttBK 626
80583523 18135835 "PLAY FOR ONE MILLION ROBUX" awesomeroblock2 727
885341909 368282236 "ALL THE OTHER KIDS WITH THE PUMPED UP KICKS" NoobyMickNoobyNoob 229
7944159868 3071392471 "Colombia || Pitch V2" Rockstar_ParroTR 210
1088158554 450867576 "War In Space 👽" MegaAarwon 280
5276287188 1847879255 makeup bunnyhopunicorns 133
9255907399 3467446348 "Jump to the Top!" acidball22 130
1092591962 452528405 "penny wise [IT]" money4077 67591
6664534550 2507881820 "Vibe Hangout" """chaos""" 278
7059679532 2720984839 "test game" Q_914 160
3928512243 1330612916 "ABIERTOS ABIERTOS" zntBctkSRb 234
6127237248 2233312960 "Ryan's Quest" "Make games for fun" 146
10419396732 3799939172 "لايف معسكر هونت" Tamim_mh 213
4781711955 1608356028 "Admin/Owner Simulator v1.1" CRAFTINYTPRO 264
1840975354 671421680 "Escola Br HUE" pokeamigosmeadd 123
1587395221 615680238 i Ssoggywater 162
4733448007 1578365704 "[ Content Deleted ]" AdminResultV36 130
7442542488 2899350568 "Green Forest Car Wash" "Car Washes INFO" 236
6824749256 2594208917 "Rhett y Cutscene Creator [UI FIX]" mlnitoon2 1373
9785952148 3622904742 "goofy ah game" Purpleguyshhh 1412
72548461165656 7227202355 "[🎉NEW GAME🎉] CRC | California Roleplay Community" cashcashwelc1 374
173558137 82927999 "BR Class 47 Display" Potato_Ash 729
8947948926 3377465389 "Nova Scotia Motorsports Park " 32250 191
2179703444 760941459 "anetek30's gameshow Tore #### MUMMY WALL BEAM and " anetek30 153
7681574990 2983014753 "Teste de Helicopteros e Aviões" matssswj 139
11285207380 4022065215 "Aphmau Based" "The Gaming Board .Co" 168
13906194366 4820313701 "Jays tycoon." Tode77k 350
29984677 26861290 "vampire warsz" tithed 268
8011238901 3091092484 "Basket ball Simulator🏀" kxilty 514
6074396578 2204001396 "Shark meme" CarLover20020 309
7677099161 2981471487 귀멸의칼날..(예고편) azinkinjin 1388
8424023889 3222522454 "NPC Are Becoming Smart Scripting Game" paulyberp 489
7024884806 2702233121 "Octane Rp (admin game)" cmanswag730 92063
6175423568 2259283549 "Ro-Bios obby" "The Game Champ Official Group" 164
8792152 19300315 "Miracle Lake" Pally22 634
6163568374 2252693535 "Cartoon rp" "Cartoony monsters" 125
127574674701710 7424875277 "St. Stanislaw BM Minor Basilica" ogurek_35 1713
14067698 1730605 "Modern Wooden Cabin Home {Working on}" TERMONATOR100 134
363688421 137999500 "Training Compound" Deorbiting 2379
7258035441 2830490793 Sandbox Noob_kaka44 161
11873779946 4201670060 "USAF | BASE" "USAF | United States Air Force!" 208
9779140002 3621709207 "Escape the shrek! [UPD}" kaspars99999 190
677571672 289093871 "Be A Button Simulator" "Trolly Headquarters/HQ" 621
1890668378 687082406 "The Cellar" DrCrowe 8836
3772620703 1302350001 "Males Males" Jordanroiz 144
6143188739 2241916776 "KILL ZOMBIES" marrera29 932
6247262486 2295999720 "lovebird park :> el verdadero real " valeskadreamwolve 949
4969710588 1708711635 "DUST SANS BATTLE" Misbahma2 189
4359185677 1402248561 "(NEW) Escepe The Zombies" domingas1 505
631481766 260598513 "Bendy rp" Delphox11796 2327
5046916496 1744965607 "PRISON BATTLE" FormulaBog26016 116
3862111765 1320454101 "BASE BASE" nME9AXW 206
8318588405 3188095616 "Segments of Seasons: M/SUB" dm3zy 114
8883063293 3359126812 "Free roblox" flyingoctopussniper 195
4577266565 1487243630 Scotland KIDpilot2005 166
9605599128 3573716478 "MARIOKART 2.0" WhatIsSleep614 848
4711969670 1564579796 "AEJW Double Or Nothing! [2020] (MGM GRAND ARENA)" "All Elite Japan Wrestling [AEJW] TM." 149
6140924446 2240625031 "cxlliop runway" Cxlliop 317
359170425 136299336 "Survive on a Hospital Ship" myprivatepart_Tyrone 982
1380153937 551916513 "irenic (v1.02)" velticaI 2983
11699701922 4144334565 "مدينة عرب 🏠 [BETA]" "LSX Group" 265
106229248 48274008 "My Pool VERY FUN!" dumbldore95 103
1237759809 503243813 "Railroad Crossing Museum" "TheTntExpert629's Amazing Fan Group" 292
27532500 36050228 "Roblox Bowling! V2!" Nicolas76 13302
13219595314 4610537985 "Darc Horror" Foxxy_854 226
2613870268 937882758 "Zombie Attack!! [NEW GAME*" Alvatrox049 110
1592878591 617399361 zhopa kdgsssrjg 103
9999544 15419573 "Destroy the Enemy" henney2464 122
5453977339 1907805028 Peegy "Ciroxiko's Group" 2939
87750447637133 7184889464 "Juggernaut Defense" HDgamer6363 380
13571957 3245147 "[ Content Deleted ]" KelethoSucks 409
1475664049 583231785 "ROBLOXIAN'S High school " II_Destroyerz 1437
364318950 138235955 "cool game" CorgiAddict 190
396553971 149378390 "Party Club" bobismileye 232
16078727711 5557445296 "Haven Hoildays Primrose Valley [Beta]" redcream123k 151
2941275883 1062697765 "Roblox high school" xlostjayss 173
3562619085 1255756759 "GIVE AWAY CLOTHING HOT LIMITED 2019" TutorialYTGaming 156
10190970801 3737535692 "CART RIDE ON THE RED RAILS AROUND THE BEEF BOLOGNA" SporkSporkNetwork 210
5347700872 1873315398 help GunSquadStevo 260
3903971065 1327676085 "CONSUMER CONSUMER" CZgHeasy 108
3432096072 1223383300 Damage AndyUnderlife 144
5826758764 2072097264 "The Real Easy Obby" LeaJohnson2020 1397
15737169877 5437718275 "horror place 2.2" Makspro2011Like 496
858341598 356550109 yee cddkuna 212
139828939119050 6699915445 "[🎅🎄HOLIDAY UPD+YETI] Sword Battles" Anthonyxww 113
6255800171 2300494178 "Burger tycoon {UPDATE 2}" AwhxLynnnn 132
14333362109 4955417782 "Woozy office" 74JY 3389
3777167747 1303742859 "[VR CHAT] Club Iris" hamzatoune 257
3129468437 1129495971 "Tea party city" KingTeaPartyReal 142
5980814201 2155532662 Swing 10x973 4274
367331017 139443183 "###### UNITED STATES DELTA FORCE's tranning" "[EUSA] UNITED STATES DELTA FORCE" 152
4108417980 1358992793 --- linksb2 313
15225621220 5249255664 tUxX qKUNkKGsU 261
104427400323100 7036624034 Harborview "Spoken Legends" 109
5039538883 1741480617 "Chainsaw VS Zombies" CandyGirl78766 989
6108139595 2222427718 "진격의 거인 (부대 맵)" RAGGPG2 1621
8294496948 3180234334 "ragdoll with cars" coolmaxol 168
698408448 301229519 "Jailbreak lobby" CrashedArea1162 161
624941364 256579690 "The Border Between The Games" Altezza1999 481
6309516352 2329492082 "PARA UNA PERSONA ESPECIAL :3" FELPEOPLE 105
11037316428 3964796910 "Red PVP" viniciusdanone 175
17753066 31073213 "FIGHT WW2 STYLE WITH UR OWN WEPS" dragontank2200 599
9907436594 3657410549 "ETPS5R (Reworked)" laph1ne 230
8261198410 3168917798 "El juego donde haces lo que quieres" Ghost_B7G 1666
146175261 68654969 "Fun Run: Death Valley" Harourvix 64983
5004142398 1724995833 "Survival The Hulk The Killer" c0u0h 209
13506600640 4697167441 "House " Mostrubite 137
14548077663 5021039894 "TacoBellHasPoopMeat's Place" roblox_user_4961503582 7529
10736504801 3885011243 сво bomblulnr 247
13762565306 4774661449 "ماب لى البناء🥹💘" mary_18962 585
5390566469 1887859322 "Chill Paradise" iEatStairs 187
3501361962 1241603367 "Giving Comdor " TheDrakCarlos 181
4767104650 1599449535 "paperballtreeyay's Placed " paperballtreeyay 104
18612645491 6306616093 "Stark, Winterfell" x0zypro 139
4609718876 1507784668 "Tha Pent" PazoThaDev 284
6815856209 2589365860 "Who is The Mole: Dominican Republic " mrbre01 2134
1418014558 564610625 Stutzpunkt "Die Kaiserlichen Nationalstaat von Gross-Allemand." 102
6391293320 2373733982 "Make Eggs" Terrorban 878
3990794346 1339939021 "Collecting Simulator v3!" "Hangout Fan group." 445
1329292304 535241383 "dont play" kingmowser 142
11427703781 4064469694 "Demon Journey: Reborn" XxsumerdummerxX 210
7697802812 2988338321 Swordatoriam LazyLeroy8 555
6439245976 2399504974 "pro hose" haw8l113pruu 103
1455645248 577403143 "BasePlate " MSeede 154
14651206728 5052625629 LTS "LTS Shop" 104
5275086623 1847528992 "Caca Land" Chunky_Monkeyyy07 4657
2537942659 905465070 "ESCAPE the Sponge Bob" Camila_Gamer2008 113
3672850804 1280042783 parrot TJ0mNom 744
10904538599 3933917535 "Manipulation Of Spacetime: RP" Craftwarscoolguy 190
8139134031 3129723224 "baldi dies" Starthehorse16 118
6315358890 2332478427 "Green time trial! (Beta)" JAJAKANS 116
2098969364 735943066 "Skill Shooter" Loofurs 5702
6053721439 2193730311 "Clone Tycoon 2" slenderman13954 215
657080087 276298420 "Adopt a cute little doge" Little_Mimi888 786
6805362365 2583925881 "jugadores vs zombies" jaikelherr 130
159643646 76112762 "Viper F.C Training Field" DEN2OOI 439
6270097946 2309825663 "Meeting Place" cursedtoxicity 168
108957091933486 6510702613 "🚧 | Dutch Highway Network" "Snox Industries" 381
16389858494 5650532421 "[ОБНОВА НОВЫЕ ДЕРЕВO] бобик battle" JONNI_063 110
65490500 6328275 "My hangout club" crazyyguy2011 110
7589900264 2948860549 "[Blob]SuleyToon's Workshop" IamSuleyToon 24608
5785286111 2052775795 "ded ded ded ded ded ded ded" huso1035 2102
16857839136 5792579112 "🕌Prayer Simulator Palestine 🕋" 6t89rtityi 120
6265707347 2307549035 " Froggy Tower 🐸⛅️" AngelFurby 10365
8471466642 3237222363 "💀Los Asesinos Regresan💀" Brnmn09 266
6523206634 2444415992 "Hello I can't give this the right name xd have fun" Sannie_horselover11 175
14530564 41893796 "The Legend of Zelda: Twilight Princess" PurpleLink2710 239
8981989016 3386528638 noclip cheese128657 285
12977075664 4537851840 "(WORKING)USE Crucfix on dummys" POGBABRUH 4121
11291434665 4023988662 "Pixel Button [Beta]" "Cookie Studio." 2047
26892232 38448578 "New Building/Test Grounds" RetconPunch 111
1480256090 584729081 "(Castle Map) Zombie Survival" spartanconnor328 109
18304056546 6205531223 "Farm Tycoon!" soreTruffle951 4177
3211465579 1159790630 "WAREHOUSE 99 - UNHINGED Pro Wrestling" NuBeginning 4614
449730105 171972011 "USA SHUTDOWN" "United States Of America.[USA]" 495
5187601797 1810360563 "In the Country, Bluepoint" ViktorG24 1052
114775775 52713222 "[ Content Deleted ]" Legoman9100 1510
6323437450 2336930743 "ugly people only" ulgyface33 253
1011819509 419454276 "Spirit Café ® V2" "Spirit Café ®" 331
18225750054 6178641543 "Encuentra Las Naranjas🍊 (80)" charly3xw 1010
13842507 2414443 "Fight With Gear While Riding Skateboards!READ DESC" ZDude43 116
18704757707 6338067456 Eindhoven-Roleplay-Nederland SouffBoefff 494
6434664912 2397072814 "crazy sleding and ice run" robo_matt26 180
8642755254 3288768078 win zaden_gbrb 307
11020741109 3962566910 "зомби против охраны" Ruslan_Terloev 114
3904609710 1327826353 "BEAUTIFUL BEAUTIFUL" IJN9S5wbrrhrX 151
14184269689 4908850641 "Fort Jackson" deaddagger2you 555
6016903698 2174400257 "Portage, PA." Mason2248rblx 119
92193103460991 6911434267 "Sigma Headquarters (testing powers)" Jynxyzyzz 117
5708669910 2021286743 "George Pig [Beta] [NEW CHAPTER lll]" NoobB9995 6342
2544220883 908474630 "NQT RF" Physical_Imaginator 438
6134564115 2237515704 "(Race Track) Car Driver [Sand Box]" igor05072007 3791
846672377 350516328 "Taco Express" "Taco Express|Tacos" 198
7114893714 2753092923 "Sweet tooth Simulator!" Frogster320 132
9055217455 3407317326 "تحديث جديد] مدرسة |🏫| اتعرف]" FUN_XDSOCOOL 336
4924130298 1686514241 "Survival The Duolingo The Killer" uWotPlaMcM8 173
72831863 15975442 "My garge." 620cmm 160
5703966031 2018541743 ﹒admin iivbree 882
689416308 292620957 "MY CITY !!! MY LIFE !!!" BRforeverBR 600
3934793059 1331658532 "[ Content Deleted ]" 1Gav4uGc 102
1836705432 670424181 "baldi basics MEGA UPTADEEE!!!(1st  price and bsoda" rayoprocars123 252
112244133116438 6916613159 40% leavewhirr 274
48223155 34620265 "[] Death Tactics Rally Point Alpha []" IIxBENxII 824
21214194 17838178 "giants war!!!! (big updates) and i mean big" awesomecokeman 141
11336086391 4036838029 "Liverpool Map" 7MAM12 247
6091626844 2212872789 "the clam app" Klamong4 175
10457885571 3810054431 "Axolotl Simulator" holaDemianhack 340
18367330287 6226723534 "REOPEN CTA Bus Route 52" UtisdkaUwU 147
23946342 7439470 "SK8 park with Kool Ramps and SK8 Shop!" thomasa18 141
6905958614 2637654000 "backrooms tower (i guess)" "Team Army Brat Raids" 157
16910353616 5807696760 "1995/07/29 RolePlay! (OPENED)" fran360gamer 215
12982108731 4539263505 "[SCRIM] Showdown" "the sandwitch boys" 1236
7892772810 3055012267 "PARKOUR SIMPLES" Pichano_Milgrau 132
1286829390 521423419 "The Rainbow Admin House" "The rainbow whirlpool" 1453
1086944274 450431588 "Alpha:Pop-ulation Prediciment" Zibby65 126
3124089610 1127840447 "Gear Hunt!" Andy90904 1005
345481891 127350803 "🐺 The Island of Canis 🐺" LeoTheMale129 2809
4711373347 1564205270 "Luna The Killer (Test)" Blockates3 336
116138231337507 7267271399 "Learn Chinese Mandarin" Spheraduo 26857
5851164128 2084559939 Roleplay kenjievill 5016
6315251391 2332416831 "why am i so useless?" academystarburst 413
6267370472 2308315447 "ugly photo-booth yeeeeeeeeeeeeee" ToxicLockz 168
6882032249 2624968066 "mid fight mass church rp" ninjaboynathanq 169
12467621844 4383875571 "Pro's obby" pro1234566676 167
4844844792 1645309516 "Hot Dog" KrypticFlame 2764
5668526531 1997829734 "Tower of Easy Simple Jumps" Imanoobsoyeahanyways 170
683979843 292976345 "My little pony rainbow rooks" ForgetsALot 223
5442849874 1904480467 ;--;sla marceloextreme20 335
310503353 117516504 "Banshees and Reapers" cxtea 399
7479219443 2912349072 "traffic lights 5 (BETA) " hotrod368 2244
3840768141 1316513497 "HAUS HAUS" XK74s6c 617
6427676719 2393330254 "Master Bunker" "#Master Games" 174
1358851179 545292016 "Polski tajkun-Poland tycoon" Hipopotam14 3259
49886865 28139577 "l4d2 survivurse vs zoimbes" ellisjawsandrew12345 912
217011870 96215651 "IS GAMING RELATED TO COMPUTERS?!" zottepana 1813
3282850408 1183168258 "Video Game tycoon (Biggest update yet!)" otik65 991
16024531325 5539437432 "II Zgierz Roleplay II" KSTX_112 283
554961056 218717118 "Christmas Lodge" somuchbetter 1350
902154559 375868348 "[ Content Deleted ]" LooksLikeAMovie 534
1539768461 601725373 "Beach Party In Havanna(BETA TESTING)" Nerdboy989 269
6656309014 2503185817 "🌎Uma viagem geográfica🌎 QUIZ" gemiasLR2 209
625441607 256889292 "FNAF 2 [RP]" Real209c9 470
1326141518 534130840 "Cidade de Velho Oeste" JoaoRicardo_Mss 1891
1183344921 484978744 "The Ender Freddy: Ender Freddy's Revenge" EnderFredAnimates 7024
216169073 96017597 meeting ApolloKnowles 368
18301612128 6204618509 "no mercy" i8ko2 484
5843026909 2080435274 "live and die on an empty baseplate" human_dung 343
5126264938 1780606665 "Raid On You!" "Puffer ARMY" 140
9275980558 3473610753 "Encanto rp" ever82012 284
140611946242708 6795630306 "BRAZILIAN ARMY//CHRISTMAS UPDATE" Lucas2031321 1069
6903372611 2636281967 "Spirits Dance Company V2" "Spirits Dance Company" 354
22167284 14299061 "~Super Scribble Nauts!~ Updates!" sbbdog 5701
10096983756 3711064177 "Survive Jeff The Killer!" CharlieIsDaBeSt1232 440
4732710847 1577930500 "[ Content Deleted ]" zurk79 832
7684523651 2983933070 "[ON] | Waterloo Region - [BETA]" "[ON] | Province Of Ontario, Canada." 302
2433716500 855856937 "grenny54grenny's Place" grenny54grenny 401
3773302725 1302537971 "Which Which" ChristinaBohbina 145
534004126 209270818 "Slip n slide of death" nschultz513 16388
12227659976 4308870840 "Enklave 1476" "The Enclave Commonwealth (MT)" 205
2242379144 780120392 "troling and hard obby " minhgamer0627 188
8795147600 3334272872 "Pobo's FPS" MikaStreets 112
6032757390 2182133222 "pz and ya freind olny" pz9thebest755 140
5317440666 1862399444 "James In A Mess" Mikye_1230 1433
1928639173 696412956 "garnny19's Place" garnny19 221
2870849954 1039267253 "makeover obby!" Z07_gymnast 11483
8751082183 3321478120 "Brookhaven-SONIC THE HEDGEHOG VERSION" Cauzo_Zonicius 12768
7874813822 3048493587 "ادمن مصري " ggooppishloj 2440
1076016737 446294704 "Mika Test PT" ana_elpops4s4 267
18348541643 6220564518 "The 1900's" nozpay 1978
14497151730 5005463486 "Untitled Game2" TRBordoAli 110
1516240404 594928646 "STOP ANIMAL ABUSE" clownyfellow 136
9094459175 3418650360 RollRedone Donaz0 103
2910683850 1052094995 "Polska Simulator" JesseAlonmy 130839
1052355662 436027611 "Celebrity life " heylisol2007 1527
2898767894 1048361003 "OBBY OBBY OBBY OBBY OBBY OBBY OBBY OBBY OBBY OBBY " "Rising Bird Daycare" 945
653387904 273984304 "Escape ROBUX Obby!" SabinGamerul 186
4975337204 1711355336 "Rank Management Center" "Summary Hotels" 144
1532215353 599580970 "ESCAPE LOLA OBBY" testing_account59 329
9194849694 3448933234 "[GR-CY] GlowBall RolePlay" GiannisVas20 236
6874367328 2620766283 "NOOB BALTTLE KNIFE" miguel164971 106
12454313414 4379690091 "Untitled Game" pordiosero17 138
4321940702 1396047890 "NOT AFK until someone donates 1k" xxosw101xx 460
1946105581 700176497 "The River" notwoman 151
5637133820 1979042515 "Untitled Game" ASIODMASOID 129
269864792 108483480 "magikarp Hangout" TeddyTalley 314
6258538823 2301769312 "카이도우 드래곤 프리뷰" gjomaw478 270
33860938 13794161 " Xzenon's Office" Nattyboybeeny 106
3710770490 1288100032 "Royale🏰High Royale🏰High Royale🏰High Royale🏰Hig" 0urh 3812956
6579959355 2475298752 "Charlie_GW's vibe place/talk hangout" ZEN1EM 399
4997987446 1721913279 "Working In Progress" WilliamBluerYT 764
985776323 409352682 "!!!CAPTURE THE FLAG!!!" graferonald123 147
10890245644 3929536635 "مايك العرب" jaddah8 391
4875837895 1661651643 "The Forest" Muppetshow1 173
984890407 409022861 designs zoellal 242
1742680481 652202719 BrickBattle chounas 113
7340114 23792881 "Glass factory ..-GLITCHES MAY HAPPEN-.." Deathking44 118
568448 77837 "Fight In The Two Buildings WITH LASERS AND ZOMBIES" BobTheBuilderBro 122
5135473579 1785325784 "Mi casita del arbol" kathiegari 616
2677497244 964463791 "UPDATE 𝐵𝓁𝑜𝓍𝒷𝓊𝓇𝑔 [𝔹𝔼𝕋𝔸]" charliepopbang 150
3414453349 1218866611 "Running Race" omgcoolbro21 148
134757708 62214944 "Cookie Clicker V1.2.1 The Fixing Update!" Jefemy 6835
2234897833 778324998 Racing! 10fredfred 2339
10338857 14214222 """Sewer Base"" Closed Down Due To Updates.!" nick2797 127
8943355943 3376293489 HEROES! WC54E 547
5112065359 1773595357 "attack on titan da deep wep nova atualização" luizcameraeacao 412
17563032243 6012275335 Miggy AeA1014 102
121605880 53635127 "NTS: 1    (WIP)" badman2223 167
872018261 362269407 "dat boi city" "Baby Team" 4427
3185954228 1150320634 hangout trap4guap 770
680142438 290656661 "Twisted Murderer simulator" Twisted_Brain 301
5895578460 2110043535 "Survive The Killers!" ghqtoda100 9803
5954712538 2141771734 "Figures [Lizard Man]" AirplaneBoy1000pc 147
11249266053 4012296501 "Unlimited Player's" NoDripDylan1 104
12122365633 4277137327 "Firkmove. Buses & Trams" Firk_1mark 2910
3840564595 1316469594 "WEG WEG" nbU5JELFM6 144
6450366638 2405418900 "THE GLITCHED TIMELINE" ICYSECRIX_10K 1118
2936703381 1060986900 "2 Player Tycoon!!!" Kirill0P2 107
16250550838 5608064340 "Realistic Brookhaven!" NewRisingSun 742
6371979692 2363587103 "NEON FROST DRAGON OMG PLAY THIS NOW!" GodzillaMaster707 2250
796952981 339089535 "Dose anyone have toilet paper" SuperFriend3737 1122
16196517737 5593546752 "Musa Qala, Afgahanistan" "The Pathfinder Platoon." 146
77630420994844 6731654837 "abu dhabi" VisionX9 726
3639102266 1272942178 "BUILD AND DESTR0Y" jeropogi321xx 102
59524247 32180321 "Welcome to NoobCity" MortalRobloxian 213
2622798173 941204828 "Bacon Club Hangout (V2.4) (ADDED GAME PASSES!!)" #TehBaconArmy 319
1569605747 610304880 Coco oobacoolfliper 191
18552630517 6285893897 "200 Players in the same server" ReZdViBez 218
6482275362 2422523043 testing.. aleqsandregam 105
16671632739 5733442773 Blank toadverbialization 109
1868160722 681261162 "Survive the Horror game characters REDUX" Faizal786sunny 1242879
7240673425 2821267896 NYULAZÁS TheangelurdReborn 457
8868819786 3354936500 "[?] vested eggs but with memes" BugsName02 744
4939868851 1694237683 "My trap" BuckIeBillly 170
1654871 1212115 War knux 152
7196960980 2798020855 "average ragdoll game" Nolephen 174
2203115 875160 "rancor attack" killerant67 177
2386771094 836917729 Team Beatotlofiel 113
6100673196 2217871931 "EASY PARKOUR" Roblox_tatilol 237
2325948243 811551360 "[ Content Deleted ]" "JJkom12's club" 1718
5266557881 1844462719 "[MARIO JOINED] mario simulator" D1ZB1Z 348
9118143580 3425512784 "CART RIDE 🚉" Tigame2020 533
